date,value
2025-07-30,6508
2025-07-29,5535
2025-07-28,5703
2025-07-27,5049
2025-07-26,2728
2025-07-25,10368
2025-07-24,7437
2025-07-23,7411
2025-07-22,11913
2025-07-21,15065
2025-07-20,4614
2025-07-19,28922
2025-07-18,6043
2025-07-17,4364
2025-07-16,13349
2025-07-15,7523
2025-07-14,7030
2025-07-13,10652
2025-07-12,18181
2025-07-11,16596
2025-07-10,12926
2025-07-09,8514
2025-07-08,4953
2025-07-07,2708
2025-07-06,10532
2025-07-05,23839
2025-07-04,10420
2025-07-03,8851
2025-07-02,12384
2025-07-01,8510
2025-06-30,13590
2025-06-29,17858
2025-06-28,9315
2025-06-27,9783
2025-06-26,6074
2025-06-25,11216
2025-06-24,4385
2025-06-23,14252
2025-06-22,17306
2025-06-21,7147
2025-06-20,7017
2025-06-19,5991
2025-06-18,4880
2025-06-17,4688
2025-06-16,15071
2025-06-15,3480
2025-06-14,19103
2025-06-13,6828
2025-06-12,1518
2025-06-11,3622
2025-06-10,3880
2025-06-09,16100
2025-06-08,5743
2025-06-07,26579
2025-06-06,8502
2025-06-05,13242
2025-06-04,6265
2025-06-03,11551
2025-06-02,4361
2025-06-01,3157
2025-05-31,5625
2025-05-30,5041
2025-05-29,6036
2025-05-28,6363
2025-05-27,8635
2025-05-26,15652
2025-05-25,12397
2025-05-24,15429
2025-05-23,10374
2025-05-22,8553
2025-05-21,8524
2025-05-20,17006
2025-05-19,9981
2025-05-18,11528
2025-05-17,7616
2025-05-16,8791
2025-05-15,13257
2025-05-14,5031
2025-05-13,4890
2025-05-12,1119
2025-05-11,5714
2025-05-10,10651
2025-05-09,12700
2025-05-08,10933
2025-05-07,2421
2025-05-06,12583
2025-05-05,9268
2025-05-04,9178
2025-04-30,9512
2025-04-29,12201
2025-04-28,15173
2025-04-27,7817
2025-04-26,10947
2025-04-25,6832
2025-04-24,11594
2025-04-23,11293
2025-04-22,9761
2025-04-21,6263
2025-04-20,9056
2025-04-19,16040
2025-04-18,9062
2025-04-17,12585
2025-04-16,7634
2025-04-15,6217
2025-04-14,7072
2025-04-13,9087
2025-04-12,9577
2025-04-11,11362
2025-04-10,5108
2025-04-09,13646
2025-04-08,3869
2025-04-07,14183
2025-04-06,4191
2025-04-05,6304
2025-04-04,7451
2025-04-03,12781
2025-04-02,6879
2025-04-01,15211
2025-03-31,7872
2025-03-30,9687
2025-03-29,7325
2025-03-28,7331
2025-03-27,7934
2025-03-26,11319
2025-03-25,8874
2025-03-24,7495
2025-03-23,13585
2025-03-22,12456
2025-03-21,14309
2025-03-20,5275
2025-03-19,7231
2025-03-18,6535
2025-03-17,7749
2025-03-16,10525
2025-03-15,9353
2025-03-14,12959
2025-03-13,10503
2025-03-12,7424
2025-03-11,10041
2025-03-10,5294
2025-03-09,8142
2025-03-08,6185
2025-03-07,13581
2025-03-06,8614
2025-03-05,8213
2025-03-04,10258
2025-03-03,12772
2025-03-02,10073
2025-03-01,5722
2025-02-28,15647
2025-02-27,8385
2025-02-26,10448
2025-02-25,10681
2025-02-24,8215
2025-02-23,16800
2025-02-22,7855
2025-02-21,8860
2025-02-20,3888
2025-02-19,7446
2025-02-18,7696
2025-02-17,8762
2025-02-16,11371
2025-02-15,9010
2025-02-14,13580
2025-02-13,7428
2025-02-12,9367
2025-02-11,8495
2025-02-10,15789
2025-02-09,4670
2025-02-08,5500
2025-02-07,13108
2025-02-06,6069
2025-02-05,6664
2025-02-04,6574
2025-02-03,19533
2025-02-02,5111
2025-02-01,7562
2025-01-31,9682
2025-01-30,10843
2025-01-29,13208
2025-01-28,4741
2025-01-27,14363
2025-01-26,11211
2025-01-25,7229
2025-01-24,13453
2025-01-23,7506
2025-01-22,5457
2025-01-21,5873
2025-01-20,15066
2025-01-19,11537
2025-01-18,6915
2025-01-17,5311
2025-01-16,14094
2025-01-15,5830
2025-01-14,10804
2025-01-13,13223
2025-01-12,9540
2025-01-11,6493
2025-01-10,14650
2025-01-09,8795
2025-01-08,8747
2025-01-07,7037
2025-01-06,12148
2025-01-05,11781
2025-01-04,16881
2025-01-03,9529
2025-01-02,6706
2025-01-01,7861
2024-12-31,6444
2024-12-30,6507
2024-12-29,11110
2024-12-28,6873
2024-12-27,5689
2024-12-26,12834
2024-12-25,7977
2024-12-24,9899
2024-12-23,13239
2024-12-22,13406
2024-12-21,17671
2024-12-20,11424
2024-12-19,15029
2024-12-18,3929
2024-12-17,8703
2024-12-16,6902
2024-12-15,12183
2024-12-14,15209
2024-12-13,7054
2024-12-12,8282
2024-12-11,4203
2024-12-10,6933
2024-12-09,6737
2024-12-08,6748
2024-12-07,7840
2024-12-06,14630
2024-12-05,7820
2024-12-04,4178
2024-12-03,8625
2024-12-02,8246
2024-12-01,7659
2024-11-30,3816
2024-11-29,6418
2024-11-28,5803
2024-11-27,5021
2024-11-26,15950
2024-11-25,7787
2024-11-24,10381
2024-11-23,9165
2024-11-22,7950
2024-11-21,6134
2024-11-20,5886
2024-11-19,4870
2024-11-18,13061
2024-11-17,9799
2024-11-16,12041
2024-11-15,16336
2024-11-14,14697
2024-11-13,9019
2024-11-12,14133
2024-11-11,10601
2024-11-10,8626
2024-11-09,17927
2024-11-08,6288
2024-11-07,10720
2024-11-06,12541
2024-11-05,12576
2024-11-04,6631
2024-11-03,11156
2024-11-02,15647
2024-11-01,11653
2024-10-31,18896
2024-10-30,15818
2024-10-29,18888
2024-10-28,11946
2024-10-27,10709
2024-10-26,10025
2024-10-25,11310
2024-10-24,9072
2024-10-23,19443
2024-10-22,13011
2024-10-21,10511
2024-10-20,8002
2024-10-19,16460
2024-10-18,8662
2024-10-17,15081
2024-10-16,9440
2024-10-15,5332
2024-10-14,6049
2024-10-13,12665
2024-10-12,16552
2024-10-11,10462
2024-10-10,6574
2024-10-09,8866
2024-10-08,6001
2024-10-07,10957
2024-10-06,8256
2024-10-05,11859
2024-10-04,7094
2024-10-03,6568
2024-10-02,12106
2024-10-01,6022
2024-09-30,7414
2024-09-29,9766
2024-09-28,17385
2024-09-27,16358
2024-09-26,12565
2024-09-25,9561
2024-09-24,12865
2024-09-23,11373
2024-09-22,10790
2024-09-21,14548
2024-09-20,10114
2024-09-19,12734
2024-09-18,7653
2024-09-17,12831
2024-09-16,5751
2024-09-15,12940
2024-09-14,6365
2024-09-13,8489
2024-09-12,6811
2024-09-11,2594
2024-09-10,2903
2024-09-09,666
2024-09-08,9792
2024-09-07,5375
2024-09-06,4384
2024-09-05,7201
2024-09-04,5957
2024-09-03,9007
2024-09-02,7409
2024-09-01,8890
2024-08-31,6011
2024-08-30,7740
2024-08-29,12803
2024-08-28,8057
2024-08-27,9017
2024-08-26,12993
2024-08-25,10785
2024-08-24,9210
2024-08-23,13068
2024-08-22,8960
2024-08-21,7748
2024-08-20,11480
2024-08-19,5298
2024-08-18,8698
2024-08-17,12380
2024-08-16,6215
2024-08-15,7698
2024-08-14,6603
2024-08-13,3907
2024-08-12,4372
2024-08-11,8754
2024-08-10,11915
2024-08-09,13583
2024-08-08,5360
2024-08-07,15086
2024-08-06,6759
2024-08-05,7531
2024-08-04,11878
2024-08-03,10339
2024-08-02,10780
2024-08-01,6226
2024-07-31,7944
2024-07-30,11055
2024-07-29,13080
2024-07-28,10427
2024-07-27,11453
2024-07-26,7267
2024-07-25,6690
2024-07-24,6800
2024-07-23,6129
2024-07-22,12701
2024-07-21,10691
2024-07-20,10863
2024-07-19,7878
2024-07-18,7034
2024-07-17,4685
2024-07-16,8825
2024-07-15,7196
2024-07-14,6992
2024-07-13,8313
2024-07-12,8258
2024-07-11,8633
2024-07-10,2433
2024-07-09,4107
2024-07-08,1865
2024-07-07,8754
2024-07-06,6139
2024-07-05,6016
2024-07-04,11797
2024-07-03,1430
2024-07-02,4000
2024-07-01,14161
2024-06-30,12802
2024-06-29,14389
2024-06-28,6566
2024-06-27,4433
2024-06-26,10632
2024-06-25,7580
2024-06-24,5781
2024-06-23,7880
2024-06-22,11110
2024-06-21,12876
2024-06-20,8297
2024-06-19,12537
2024-06-18,10985
2024-06-17,7538
2024-06-16,7951
2024-06-15,7635
2024-06-14,6872
2024-06-13,11885
2024-06-12,9973
2024-06-11,11374
2024-06-10,11622
2024-06-09,8113
2024-06-08,14990
2024-06-07,11881
2024-06-06,5100
2024-06-05,1962
2024-06-04,509
2024-06-03,11993
2024-06-02,7952
2024-06-01,4343
2024-05-31,13024
2024-05-30,11118
2024-05-29,5996
2024-05-28,11605
2024-05-27,6640
2024-05-26,12436
2024-05-25,9721
2024-05-24,13324
2024-05-23,8513
2024-05-22,11239
2024-05-21,11899
2024-05-20,10758
2024-05-19,11197
2024-05-18,9049
2024-05-17,6204
2024-05-16,5826
2024-05-15,5722
2024-05-14,5047
2024-05-13,602
2024-05-12,6093
2024-05-11,7737
2024-05-10,14994
2024-05-09,8807
2024-05-08,9746
2024-05-07,5273
2024-05-06,7785
2024-05-05,7644
2024-05-04,6217
2024-05-03,3529
2024-05-02,10179
2024-05-01,6062
2024-04-30,9882
2024-04-29,8596
2024-04-28,7879
2024-04-27,5862
2024-04-26,4753
2024-04-25,6379
2024-04-24,3694
2024-04-23,5904
2024-04-22,4750
2024-04-21,3639
2024-04-20,3179
2024-04-19,28110
2024-04-18,5517
2024-04-17,20552
2024-04-16,6629
2024-04-15,8764
2024-04-14,18863
2024-04-13,9152
2024-04-12,12761
2024-04-11,21150
2024-04-10,21374
2024-04-09,13777
2024-04-08,7003
2024-04-07,0
2024-04-06,8376
2024-04-05,3881
2024-04-04,5639
2024-04-03,8779
2024-04-02,3772
2024-04-01,6340
2024-03-31,15743
2024-03-30,9480
2024-03-29,9198
2024-03-28,14643
2024-03-27,10697
2024-03-26,7739
2024-03-25,5901
2024-03-24,10254
2024-03-23,6667
2024-03-22,9664
2024-03-21,11433
2024-03-20,12545
2024-03-19,12230
2024-03-18,7052
2024-03-17,21311
2024-03-16,8095
2024-03-15,4470
2024-03-14,11785
2024-03-13,5348
2024-03-12,11508
2024-03-11,8815
2024-03-10,6106
2024-03-09,10907
2024-03-08,8544
2024-03-07,14397
2024-03-06,5414
2024-03-05,13393
2024-03-04,13119
2024-03-03,6026
2024-03-02,7490
2024-03-01,4775
2024-02-29,7622
2024-02-28,9687
2024-02-27,6227
2024-02-26,6121
2024-02-25,13026
2024-02-24,5525
2024-02-23,12785
2024-02-22,7169
2024-02-21,5840
2024-02-20,7779
2024-02-19,4294
2024-02-18,8635
2024-02-17,7215
2024-02-16,5521
2024-02-15,6956
2024-02-14,6521
2024-02-13,5978
2024-02-12,4286
2024-02-11,8266
2024-02-10,7759
2024-02-09,4437
2024-02-08,5682
2024-02-07,5487
2024-02-06,4694
2024-02-05,5341
2024-02-04,5072
2024-02-03,4136
2024-02-02,5844
2024-02-01,5683
2024-01-31,4518
2024-01-30,2286
2024-01-29,5466
2024-01-28,2326
2024-01-27,3564
2024-01-26,3428
2024-01-25,5767
2024-01-24,4136
2024-01-23,5956
2024-01-22,4908
2024-01-21,2510
2024-01-20,5134
2024-01-19,5621
2024-01-18,1903
2024-01-17,513
2024-01-16,2127
2024-01-15,853
2024-01-14,4467
2024-01-13,2293
2024-01-12,3061
2024-01-11,1063
2024-01-10,1233
2024-01-09,2983
2024-01-08,2236
2024-01-07,3741
2024-01-06,2043
2024-01-05,2754
2024-01-04,3431
2024-01-03,4454
2024-01-02,3257
2024-01-01,4777
2023-12-31,653
2023-12-30,1651
2023-12-29,9084
2023-12-28,7310
2023-12-27,10306
2023-12-26,9997
2023-12-25,7404
2023-12-24,9249
2023-12-23,9636
2023-12-22,9390
2023-12-21,5639
2023-12-20,5338
2023-12-19,13791
2023-12-18,4774
2023-12-17,9863
2023-12-16,13545
2023-12-15,12998
2023-12-14,5964
2023-12-13,14066
2023-12-12,11811
2023-12-11,11060
2023-12-10,11253
2023-12-09,12083
2023-12-08,15329
2023-12-07,11869
2023-12-06,12986
2023-12-05,11165
2023-12-04,12783
2023-12-03,12019
2023-12-02,15289
2023-12-01,13686
2023-11-30,13378
2023-11-29,2040
2023-11-28,9721
2023-11-27,3897
2023-11-26,12118
2023-11-25,21753
2023-11-24,12664
2023-11-23,13475
2023-11-22,9613
2023-11-21,12748
2023-11-20,10488
2023-11-19,10890
2023-11-18,10888
2023-11-17,5666
2023-11-16,14902
2023-11-15,610
2023-11-14,18444
2023-11-13,8643
2023-11-12,6221
2023-11-11,17809
2023-11-10,12514
2023-11-09,14742
2023-11-08,7479
2023-11-07,8962
2023-11-06,14313
2023-11-05,8318
2023-11-04,12238
2023-11-03,13490
2023-11-02,8627
2023-11-01,11846
2023-10-31,16023
2023-10-30,12557
2023-10-29,10204
2023-10-28,8322
2023-10-27,5301
2023-10-26,6627
2023-10-25,5269
2023-10-24,5803
2023-10-23,7208
2023-10-22,8182
2023-10-21,9929
2023-10-20,1118
2023-10-19,7955
2023-10-18,8474
2023-10-17,9056
2023-10-16,11002
2023-10-15,10306
2023-10-14,7814
2023-10-13,14984
2023-10-12,12392
2023-10-11,8191
2023-10-10,14686
2023-10-09,14104
2023-10-08,12962
2023-10-07,11461
2023-10-06,11010
2023-10-05,14149
2023-10-04,14123
2023-10-03,4088
2023-10-02,5962
2023-10-01,16291
2023-09-30,7606
2023-09-29,15716
2023-09-28,4041
2023-09-27,10541
2023-09-26,3837
2023-09-25,11180
2023-09-24,13518
2023-09-23,7825
2023-09-22,7773
2023-09-21,15315
2023-09-20,12933
2023-09-19,15290
2023-09-18,12906
2023-09-17,4921
2023-09-16,10375
2023-09-15,13589
2023-09-14,14139
2023-09-13,10772
2023-09-12,6488
2023-09-11,6472
2023-09-10,12790
2023-09-09,6951
2023-09-08,12263
2023-09-07,14077
2023-09-06,11685
2023-09-05,7154
2023-09-04,12700
2023-09-03,11459
2023-09-02,8021
2023-09-01,8641
2023-08-31,12060
2023-08-30,12361
2023-08-29,4993
2023-08-28,10850
2023-08-27,6425
2023-08-26,12033
2023-08-25,11044
2023-08-24,11408
2023-08-23,9786
2023-08-22,12696
2023-08-21,8094
2023-08-20,8661
2023-08-19,15361
2023-08-18,8125
2023-08-17,13144
2023-08-16,13901
2023-08-15,8870
2023-08-14,13151
2023-08-13,8446
2023-08-12,8278
2023-08-11,8094
2023-08-10,10798
2023-08-09,12022
2023-08-08,3561
2023-08-07,5960
2023-08-06,10676
2023-08-05,12010
2023-08-04,15441
2023-08-03,13326
2023-08-02,13438
2023-08-01,5547
2023-07-31,5586
2023-07-30,8208
2023-07-29,10968
2023-07-28,9197
2023-07-27,10566
2023-07-26,9510
2023-07-25,10882
2023-07-24,15507
2023-07-23,6321
2023-07-22,8400
2023-07-21,6821
2023-07-20,15608
2023-07-19,7610
2023-07-18,8777
2023-07-17,12979
2023-07-16,11649
2023-07-15,7679
2023-07-14,11540
2023-07-13,14384
2023-07-12,7903
2023-07-11,4242
2023-07-10,8301
2023-07-09,5002
2023-07-08,16625
2023-07-07,6734
2023-07-06,4842
2023-07-05,6336
2023-07-04,7368
2023-07-03,9490
2023-07-02,8624
2023-07-01,9986
2023-06-30,12698
2023-06-29,11190
2023-06-28,11051
2023-06-27,7363
2023-06-26,6253
2023-06-25,8441
2023-06-24,4091
2023-06-23,8072
2023-06-22,5416
2023-06-21,5205
2023-06-20,5763
2023-06-19,1485
2023-06-18,1378
2023-06-17,8044
2023-06-16,12847
2023-06-15,9900
2023-06-14,6212
2023-06-13,11267
2023-06-12,11121
2023-06-11,4728
2023-06-10,6001
2023-06-09,7601
2023-06-08,11161
2023-06-07,10542
2023-06-06,10225
2023-06-05,11036
2023-06-04,6787
2023-06-03,8635
2023-06-02,11386
2023-06-01,13413
2023-05-31,6741
2023-05-30,11981
2023-05-29,5313
2023-05-28,4463
2023-05-27,30852
2023-05-26,5738
2023-05-25,14266
2023-05-24,11951
2023-05-23,10634
2023-05-22,9188
2023-05-21,7426
2023-05-20,11420
2023-05-19,12592
2023-05-18,10735
2023-05-17,2654
2023-05-16,8585
2023-05-15,495
2023-05-14,4423
2023-05-13,2589
2023-05-12,7937
2023-05-11,4954
2023-05-10,7635
2023-05-09,4720
2023-05-08,9968
2023-05-07,9816
2023-05-06,23157
2023-05-05,6406
2023-05-04,10125
2023-05-03,10553
2023-05-02,12187
2023-05-01,8208
2023-04-30,6868
2023-04-29,11086
2023-04-28,15468
2023-04-27,13807
2023-04-26,6227
2023-04-25,11925
2023-04-24,11931
2023-04-23,6419
2023-04-22,8454
2023-04-21,13896
2023-04-20,5061
2023-04-19,12721
2023-04-18,14048
2023-04-17,8185
2023-04-16,5165
2023-04-15,7847
2023-04-14,11681
2023-04-13,8238
2023-04-12,3071
2023-04-11,6270
2023-04-10,5830
2023-04-09,8808
2023-04-08,8351
2023-04-07,5839
2023-04-06,5948
2023-04-05,14899
2023-04-04,7852
2023-04-03,6990
2023-04-02,9549
2023-04-01,10162
2023-03-31,13107
2023-03-30,8309
2023-03-29,20784
2023-03-28,6110
2023-03-27,12404
2023-03-26,18327
2023-03-25,10134
2023-03-24,15623
2023-03-23,12657
2023-03-22,10994
2023-03-21,4835
2023-03-20,6171
2023-03-19,10848
2023-03-18,18609
2023-03-17,10174
2023-03-16,6065
2023-03-15,17330
2023-03-14,5833
2023-03-13,3439
2023-03-12,5636
2023-03-11,19586
2023-03-10,7414
2023-03-09,11463
2023-03-08,14663
2023-03-07,17103
2023-03-06,10605
2023-03-05,9430
2023-03-04,19884
2023-03-03,14142
2023-03-02,12142
2023-03-01,16522
2023-02-28,13169
2023-02-27,13784
2023-02-26,13477
2023-02-25,12566
2023-02-24,7505
2023-02-23,11664
2023-02-22,13467
2023-02-21,13347
2023-02-20,4258
2023-02-19,16641
2023-02-18,17192
2023-02-17,8185
2023-02-16,9129
2023-02-15,1038
2023-02-14,11170
2023-02-13,10730
2023-02-12,7392
2023-02-11,14403
2023-02-10,11425
2023-02-09,5956
2023-02-08,5452
2023-02-07,8154
2023-02-06,13433
2023-02-05,8597
2023-02-04,9323
2023-02-03,14443
2023-02-02,10207
2023-02-01,10006
2023-01-31,10796
2023-01-30,6828
2023-01-29,15870
2023-01-28,5586
2023-01-27,13793
2023-01-26,8902
2023-01-25,8052
2023-01-24,7761
2023-01-23,14836
2023-01-22,3036
2023-01-21,5832
2023-01-20,8652
2023-01-19,9664
2023-01-18,5694
2023-01-17,14891
2023-01-16,5810
2023-01-15,9364
2023-01-14,12104
2023-01-13,7863
2023-01-12,12121
2023-01-11,6733
2023-01-10,13201
2023-01-09,11181
2023-01-08,5732
2023-01-07,7491
2023-01-06,2879
2023-01-05,6869
2023-01-04,14143
2023-01-03,19657
2023-01-02,10068
2023-01-01,7028
2022-12-31,6639
2022-12-30,7168
2022-12-29,9092
2022-12-28,8627
2022-12-27,6853
2022-12-26,7225
2022-12-25,8300
2022-12-24,19882
2022-12-23,9489
2022-12-22,12103
2022-12-21,4804
2022-12-20,10774
2022-12-19,6961
2022-12-18,13688
2022-12-17,7892
2022-12-16,7340
2022-12-15,9728
2022-12-14,9363
2022-12-13,5685
2022-12-12,8170
2022-12-11,11311
2022-12-10,17318
2022-12-09,7399
2022-12-08,6066
2022-12-07,13471
2022-12-06,8336
2022-12-05,10971
2022-12-04,9750
2022-12-03,11984
2022-12-02,8604
2022-12-01,6077
2022-11-30,7293
2022-11-29,11761
2022-11-28,12030
2022-11-27,7915
2022-11-26,17377
2022-11-25,9633
2022-11-24,5841
2022-11-23,9252
2022-11-22,6322
2022-11-21,4080
2022-11-20,7250
2022-11-19,17187
2022-11-18,13698
2022-11-17,6483
2022-11-16,5989
2022-11-15,6104
2022-11-14,7172
2022-11-13,7353
2022-11-12,10731
2022-11-11,19844
2022-11-10,14794
2022-11-09,9493
2022-11-08,9106
2022-11-07,7997
2022-11-06,12054
2022-11-05,10327
2022-11-04,10639
2022-11-03,8896
2022-11-02,3772
2022-11-01,11505
2022-10-31,9001
2022-10-30,12298
2022-10-29,15297
2022-10-28,5276
2022-10-27,9670
2022-10-26,4006
2022-10-25,5894
2022-10-24,12278
2022-10-23,10302
2022-10-22,9255
2022-10-21,8827
2022-10-20,18621
2022-10-19,5157
2022-10-18,20452
2022-10-17,12491
2022-10-16,8498
2022-10-15,14346
2022-10-14,6729
2022-10-13,6451
2022-10-12,6806
2022-10-11,5618
2022-10-10,10893
2022-10-09,11303
2022-10-08,11154
2022-10-07,8410
2022-10-06,5959
2022-10-05,8910
2022-10-04,7897
2022-10-03,10066
2022-10-02,8213
2022-10-01,7075
2022-09-30,7606
2022-09-29,6562
2022-09-28,12294
2022-09-27,6153
2022-09-26,12739
2022-09-25,9850
2022-09-24,13042
2022-09-23,11840
2022-09-22,8439
2022-09-21,12651
2022-09-20,10667
2022-09-19,5571
2022-09-18,11547
2022-09-17,14461
2022-09-16,8098
2022-09-15,6754
2022-09-14,9179
2022-09-13,7849
2022-09-12,6953
2022-09-11,6867
2022-09-10,9627
2022-09-09,3509
2022-09-08,3929
2022-09-07,2299
2022-09-06,3558
2022-09-05,5504
2022-09-04,11490
2022-09-03,8243
2022-09-02,5952
2022-09-01,8448
2022-08-31,5263
2022-08-30,11998
2022-08-29,5351
2022-08-28,14652
2022-08-27,10771
2022-08-26,7835
2022-08-25,11781
2022-08-24,6358
2022-08-23,6823
2022-08-22,6673
2022-08-21,7973
2022-08-20,10617
2022-08-19,5050
2022-08-18,4398
2022-08-17,5937
2022-08-16,7180
2022-08-15,2969
2022-08-14,7152
2022-08-13,6593
2022-08-12,3098
2022-08-11,2773
2022-08-10,4610
2022-08-09,2381
2022-08-08,2314
2022-08-07,0
2022-08-06,9907
2022-08-05,9703
2022-08-04,6842
2022-08-03,7851
2022-08-02,4872
2022-08-01,9906
2022-07-31,11847
2022-07-30,8243
2022-07-29,8023
2022-07-28,4855
2022-07-27,6582
2022-07-26,2181
2022-07-25,7724
2022-07-24,10014
2022-07-23,12438
2022-07-22,4827
2022-07-21,7320
2022-07-20,6912
2022-07-19,5836
2022-07-18,8235
2022-07-17,6072
2022-07-16,10065
2022-07-15,4298
2022-07-14,11853
2022-07-13,5404
2022-07-12,5518
2022-07-11,8471
2022-07-10,7110
2022-07-09,8093
2022-07-08,5360
2022-07-07,4683
2022-07-06,3069
2022-07-05,5611
2022-07-04,4722
2022-07-03,9871
2022-07-02,4783
2022-07-01,7189
2022-06-30,6400
2022-06-29,4956
2022-06-28,2796
2022-06-27,1665
2022-06-26,5234
2022-06-25,8797
2022-06-24,7595
2022-06-23,4735
2022-06-22,3134
2022-06-21,6461
2022-06-20,5892
2022-06-19,2696
2022-06-18,3678
2022-06-17,6893
2022-06-16,3974
2022-06-15,1210
2022-06-14,3587
2022-06-13,1510
2022-06-12,10676
2022-06-11,8771
2022-06-10,6507
2022-06-09,4738
2022-06-08,7827
2022-06-07,7670
2022-06-06,671
2022-06-05,8225
2022-06-04,6443
2022-06-03,6686
2022-06-02,8775
2022-06-01,8034
2022-05-31,5470
2022-05-30,10203
2022-05-29,12495
2022-05-28,7378
2022-05-27,6458
2022-05-26,5113
2022-05-25,4994
2022-05-24,3731
2022-05-23,5715
2022-05-22,10498
2022-05-21,4721
2022-05-20,7111
2022-05-19,5677
2022-05-18,11918
2022-05-17,14999
2022-05-16,4349
2022-05-15,3802
2022-05-14,9711
2022-05-13,7591
2022-05-12,6298
2022-05-11,3795
2022-05-10,7326
2022-05-09,11998
2022-05-08,6552
2022-05-07,9646
2022-05-06,5858
2022-05-05,3325
2022-05-04,7089
2022-05-03,4671
